index,AGS
2125,05154020
2126,05154024
2127,05154028
2128,05154032
2129,05154036
2130,05154040
2131,05154044
2132,05154048
2133,05154052
2134,05154056
2135,05154060
2136,05154064
2137,05158004
2138,05158008
2139,05158012
2140,05158016
2141,05158020
2142,05158024
2143,05158026
2144,05158028
2145,05158032
2146,05158036
2147,05162004
2148,05162008
2149,05162012
2150,05162016
2151,05162020
2152,05162022
2153,05162024
2154,05162028
2155,05166004
2156,05166008
2157,05166012
2158,05166016
2159,05166020
2160,05166024
2161,05166028
2162,05166032
2163,05166036
2164,05170004
2165,05170008
2166,05170012
2167,05170016
2168,05170020
2169,05170024
2170,05170028
2171,05170032
2172,05170036
2173,05170040
2174,05170044
2175,05170048
2176,05170052
2177,05314000
2178,05315000
2179,05316000
2180,05334002
2181,05334004
2182,05334008
2183,05334012
2184,05334016
2185,05334020
2186,05334024
2187,05334028
2188,05334032
2189,05334036
2190,05358004
2191,05358008
2192,05358012
2193,05358016
2194,05358020
2195,05358024
2196,05358028
2197,05358032
2198,05358036
2199,05358040
2200,05358044
2201,05358048
2202,05358052
2203,05358056
2204,05358060
2205,05362004
2206,05362008
2207,05362012
2208,05362016
2209,05362020
2210,05362024
2211,05362028
2212,05362032
2213,05362036
2214,05362040
2215,05366004
2216,05366008
2217,05366012
2218,05366016
2219,05366020
2220,05366024
2221,05366028
2222,05366032
2223,05366036
2224,05366040
2225,05366044
2226,05370004
2227,05370008
2228,05370012
2229,05370016
2230,05370020
2231,05370024
2232,05370028
2233,05370032
2234,05370036
2235,05370040
2236,05374004
2237,05374008
2238,05374012
2239,05374016
2240,05374020
2241,05374024
2242,05374028
2243,05374032
2244,05374036
2245,05374040
2246,05374044
2247,05374048
2248,05374052
2249,05378004
2250,05378008
2251,05378012
2252,05378016
2253,05378020
2254,05378024
2255,05378028
2256,05378032
2257,05382004
2258,05382008
2259,05382012
2260,05382016
2261,05382020
2262,05382024
2263,05382028
2264,05382032
2265,05382036
2266,05382040
2267,05382044
2268,05382048
2269,05382052
2270,05382056
2271,05382060
2272,05382064
2273,05382068
2274,05382072
2275,05382076
2276,05512000
2277,05513000
2278,05515000
2279,05554004
2280,05554008
2281,05554012
2282,05554016
2283,05554020
2284,05554024
2285,05554028
2286,05554032
2287,05554036
2288,05554040
2289,05554044
2290,05554048
2291,05554052
2292,05554056
2293,05554060
2294,05554064
2295,05554068
2296,05558004
2297,05558008
2298,05558012
2299,05558016
2300,05558020
2301,05558024
2302,05558028
2303,05558032
2304,05558036
2305,05558040
2306,05558044
2307,05562004
2308,05562008
2309,05562012
2310,05562014
2311,05562016
2312,05562020
2313,05562024
2314,05562028
2315,05562032
2316,05562036
2317,05566004
2318,05566008
2319,05566012
2320,05566016
2321,05566020
2322,05566024
2323,05566028
2324,05566032
2325,05566036
2326,05566040
2327,05566044
2328,05566048
2329,05566052
2330,05566056
2331,05566060
2332,05566064
2333,05566068
2334,05566072
2335,05566076
2336,05566080
2337,05566084
2338,05566088
2339,05566092
2340,05566096
2341,05570004
2342,05570008
2343,05570012
2344,05570016
2345,05570020
2346,05570024
2347,05570028
2348,05570032
2349,05570036
2350,05570040
2351,05570044
2352,05570048
2353,05570052
2354,05711000
2355,05754004
2356,05754008
2357,05754012
2358,05754016
2359,05754020
2360,05754024
2361,05754028
2362,05754032
2363,05754036
2364,05754040
2365,05754044
2366,05754048
2367,05754052
2368,05758004
2369,05758008
2370,05758012
2371,05758016
2372,05758020
2373,05758024
2374,05758028
2375,05758032
2376,05758036
2377,05762004
2378,05762008
2379,05762012
2380,05762016
2381,05762020
2382,05762024
2383,05762028
2384,05762032
2385,05762036
2386,05762040
2387,05766004
2388,05766008
2389,05766012
2390,05766016
2391,05766020
2392,05766024
2393,05766028
2394,05766032
2395,05766036
2396,05766040
2397,05766044
2398,05766048
2399,05766052
2400,05766056
2401,05766060
2402,05766064
2403,05770004
2404,05770008
2405,05770012
2406,05770016
2407,05770020
2408,05770024
2409,05770028
2410,05770032
2411,05770036
2412,05770040
2413,05770044
2414,05774004
2415,05774008
2416,05774012
2417,05774016
2418,05774020
2419,05774024
2420,05774028
2421,05774032
2422,05774036
2423,05774040
2424,05911000
2425,05913000
2426,05914000
2427,05915000
2428,05916000
2429,05954004
2430,05954008
2431,05954012
2432,05954016
2433,05954020
2434,05954024
2435,05954028
2436,05954032
2437,05954036
2438,05958004
2439,05958008
2440,05958012
2441,05958016
2442,05958020
2443,05958024
2444,05958028
2445,05958032
2446,05958036
2447,05958040
2448,05958044
2449,05958048
2450,05962004
2451,05962008
2452,05962012
2453,05962016
2454,05962020
2455,05962024
2456,05962028
2457,05962032
2458,05962036
2459,05962040
2460,05962044
2461,05962048
2462,05962052
2463,05962056
2464,05962060
2465,05966004
2466,05966008
2467,05966012
2468,05966016
2469,05966020
2470,05966024
2471,05966028
2472,05970004
2473,05970008
2474,05970012
2475,05970016
2476,05970020
2477,05970024
2478,05970028
2479,05970032
2480,05970036
2481,05970040
2482,05970044
2483,05974004
2484,05974008
2485,05974012
2486,05974016
2487,05974020
2488,05974024
2489,05974028
2490,05974032
2491,05974036
2492,05974040
2493,05974044
2494,05974048
2495,05974052
2496,05974056
2497,05978004
2498,05978008
2499,05978012
2500,05978016
2501,05978020
2502,05978024
2503,05978028
2504,05978032
2505,05978036
2506,05978040
2507,06411000
2508,06412000
2509,06413000
2510,06414000
2511,06431001
2512,06431002
2513,06431003
2514,06431004
2515,06431005
2516,06431006
2517,06431007
2518,06431008
2519,06431009
2520,06431010
2521,06431011
2522,06431012
2523,06431013
2524,06431014
2525,06431015
2526,06431016
2527,06431017
2528,06431018
2529,06431019
2530,06431020
2531,06431021
2532,06431022
2533,06431200
2534,06432001
2535,06432002
2536,06432003
2537,06432004
2538,06432005
2539,06432006
2540,06432007
2541,06432008
2542,06432009
2543,06432010
2544,06432011
2545,06432012
2546,06432013
2547,06432014
2548,06432015
2549,06432016
2550,06432017
2551,06432018
2552,06432019
2553,06432020
2554,06432021
2555,06432022
2556,06432023
2557,06433001
2558,06433002
2559,06433003
2560,06433004
2561,06433005
2562,06433006
2563,06433007
2564,06433008
2565,06433009
2566,06433010
2567,06433011
2568,06433012
2569,06433013
2570,06433014
2571,06434001
2572,06434002
2573,06434003
2574,06434004
2575,06434005
2576,06434006
2577,06434007
2578,06434008
2579,06434009
2580,06434010
2581,06434011
2582,06434012
2583,06434013
2584,06435001
2585,06435002
2586,06435003
2587,06435004
2588,06435005
2589,06435006
2590,06435007
2591,06435008
2592,06435009
2593,06435010
2594,06435011
2595,06435012
2596,06435013
2597,06435014
2598,06435015
2599,06435016
2600,06435017
2601,06435018
2602,06435019
2603,06435020
2604,06435021
2605,06435022
2606,06435023
2607,06435024
2608,06435025
2609,06435026
2610,06435027
2611,06435028
2612,06435029
2613,06435200
2614,06436001
2615,06436002
2616,06436003
2617,06436004
2618,06436005
2619,06436006
2620,06436007
2621,06436008
2622,06436009
2623,06436010
2624,06436011
2625,06436012
2626,06437001
2627,06437002
2628,06437003
2629,06437004
2630,06437005
2631,06437006
2632,06437007
2633,06437008
2634,06437009
2635,06437010
2636,06437011
2637,06437012
2638,06437013
2639,06437014
2640,06437015
2641,06438001
2642,06438002
2643,06438003
2644,06438004
2645,06438005
2646,06438006
2647,06438007
2648,06438008
2649,06438009
2650,06438010
2651,06438011
2652,06438012
2653,06438013
2654,06439001
2655,06439002
2656,06439003
2657,06439004
2658,06439005
2659,06439006
2660,06439007
2661,06439008
2662,06439009
2663,06439010
2664,06439011
2665,06439012
2666,06439013
2667,06439014
2668,06439015
2669,06439016
2670,06439017
2671,06440001
2672,06440002
2673,06440003
2674,06440004
2675,06440005
2676,06440006
2677,06440007
2678,06440008
2679,06440009
2680,06440010
2681,06440011
2682,06440012
2683,06440013
2684,06440014
2685,06440015
2686,06440016
2687,06440017
2688,06440018
2689,06440019
2690,06440020
2691,06440021
2692,06440022
2693,06440023
2694,06440024
2695,06440025
2696,06531001
2697,06531002
2698,06531003
2699,06531004
2700,06531005
2701,06531006
2702,06531007
2703,06531008
2704,06531009
2705,06531010
2706,06531011
2707,06531012
2708,06531013
2709,06531014
2710,06531015
2711,06531016
2712,06531017
2713,06531018
2714,06532001
2715,06532002
2716,06532003
2717,06532004
2718,06532005
2719,06532006
2720,06532007
2721,06532008
2722,06532009
2723,06532010
2724,06532011
2725,06532012
2726,06532013
2727,06532014
2728,06532015
2729,06532016
2730,06532017
2731,06532018
2732,06532019
2733,06532020
2734,06532021
2735,06532022
2736,06532023
2737,06533001
2738,06533002
2739,06533003
2740,06533004
2741,06533005
2742,06533006
2743,06533007
2744,06533008
2745,06533009
2746,06533010
2747,06533011
2748,06533012
2749,06533013
2750,06533014
2751,06533015
2752,06533016
2753,06533017
2754,06533018
2755,06533019
2756,06534001
2757,06534002
2758,06534003
2759,06534004
2760,06534005
2761,06534006
2762,06534007
2763,06534008
2764,06534009
2765,06534010
2766,06534011
2767,06534012
2768,06534013
2769,06534014
2770,06534015
2771,06534016
2772,06534017
2773,06534018
2774,06534019
2775,06534020
2776,06534021
2777,06534022
2778,06535001
2779,06535002
2780,06535003
2781,06535004
2782,06535005
2783,06535006
2784,06535007
2785,06535008
2786,06535009
2787,06535010
2788,06535011
2789,06535012
2790,06535013
2791,06535014
2792,06535015
2793,06535016
2794,06535017
2795,06535018
2796,06535019
2797,06611000
2798,06631001
2799,06631002
2800,06631003
2801,06631004
2802,06631005
2803,06631006
2804,06631007
2805,06631008
2806,06631009
2807,06631010
2808,06631011
2809,06631012
2810,06631013
2811,06631014
2812,06631015
2813,06631016
2814,06631017
2815,06631018
2816,06631019
2817,06631020
2818,06631021
2819,06631022
2820,06631023
2821,06632001
2822,06632002
2823,06632003
2824,06632004
2825,06632005
2826,06632006
2827,06632007
2828,06632008
2829,06632009
2830,06632010
2831,06632011
2832,06632012
2833,06632013
2834,06632014
2835,06632015
2836,06632016
2837,06632017
2838,06632018
2839,06632019
2840,06632020
2841,06633001
2842,06633002
2843,06633003
2844,06633004
2845,06633005
2846,06633006
2847,06633007
2848,06633008
2849,06633009
2850,06633010
2851,06633011
2852,06633012
2853,06633013
2854,06633014
2855,06633015
2856,06633016
2857,06633017
2858,06633018
2859,06633019
2860,06633020
2861,06633021
2862,06633022
2863,06633023
2864,06633024
2865,06633025
2866,06633026
2867,06633027
2868,06633028
2869,06633029
2870,06633200
2871,06634001
2872,06634002
2873,06634003
2874,06634004
2875,06634005
2876,06634006
2877,06634007
2878,06634008
2879,06634009
2880,06634010
2881,06634011
2882,06634012
2883,06634013
2884,06634014
2885,06634015
2886,06634016
2887,06634017
2888,06634018
2889,06634019
2890,06634020
2891,06634021
2892,06634022
2893,06634023
2894,06634024
2895,06634025
2896,06634026
2897,06634027
2898,06635001
2899,06635002
2900,06635003
2901,06635004
2902,06635005
2903,06635006
2904,06635007
2905,06635008
2906,06635009
2907,06635010
2908,06635011
2909,06635012
2910,06635013
2911,06635014
2912,06635015
2913,06635016
2914,06635017
2915,06635018
2916,06635019
2917,06635020
2918,06635021
2919,06635022
2920,06636001
2921,06636002
2922,06636003
2923,06636004
2924,06636005
2925,06636006
2926,06636007
2927,06636008
2928,06636009
2929,06636010
2930,06636011
2931,06636012
2932,06636013
2933,06636014
2934,06636015
2935,06636016
2936,06636200
2937,07111000
2938,07131001
2939,07131002
2940,07131003
2941,07131004
2942,07131005
2943,07131006
2944,07131007
2945,07131008
2946,07131009
2947,07131011
2948,07131014
2949,07131015
2950,07131016
2951,07131017
2952,07131018
2953,07131021
2954,07131022
2955,07131025
2956,07131026
2957,07131027
2958,07131028
2959,07131029
2960,07131030
2961,07131032
2962,07131033
2963,07131034
2964,07131036
2965,07131037
2966,07131039
2967,07131040
2968,07131041
2969,07131042
2970,07131044
2971,07131047
2972,07131049
2973,07131050
2974,07131051
2975,07131052
2976,07131054
2977,07131055
2978,07131058
2979,07131059
2980,07131060
2981,07131062
2982,07131065
2983,07131066
2984,07131068
2985,07131069
2986,07131070
2987,07131072
2988,07131073
2989,07131074
2990,07131075
2991,07131076
2992,07131077
2993,07131079
2994,07131081
2995,07131082
2996,07131083
2997,07131084
2998,07131085
2999,07131086
3000,07131090
3001,07131201
3002,07131202
3003,07131204
3004,07131205
3005,07131206
3006,07131208
3007,07131209
3008,07131210
3009,07131211
3010,07131501
3011,07131502
3012,07132001
3013,07132002
3014,07132004
3015,07132005
3016,07132006
3017,07132007
3018,07132008
3019,07132009
3020,07132010
3021,07132011
3022,07132012
3023,07132013
3024,07132014
3025,07132015
3026,07132016
3027,07132017
3028,07132018
3029,07132019
3030,07132020
3031,07132022
3032,07132023
3033,07132024
3034,07132025
3035,07132026
3036,07132027
3037,07132028
3038,07132029
3039,07132030
3040,07132031
3041,07132032
3042,07132033
3043,07132034
3044,07132035
3045,07132036
3046,07132037
3047,07132038
3048,07132039
3049,07132040
3050,07132041
3051,07132042
3052,07132043
3053,07132044
3054,07132045
3055,07132046
3056,07132047
3057,07132048
3058,07132049
3059,07132050
3060,07132051
3061,07132052
3062,07132053
3063,07132054
3064,07132055
3065,07132056
3066,07132057
3067,07132058
3068,07132059
3069,07132060
3070,07132061
3071,07132062
3072,07132063
3073,07132064
3074,07132065
3075,07132066
3076,07132067
3077,07132068
3078,07132069
3079,07132070
3080,07132071
3081,07132072
3082,07132073
3083,07132074
3084,07132075
3085,07132076
3086,07132077
3087,07132078
3088,07132079
3089,07132080
3090,07132081
3091,07132082
3092,07132083
3093,07132084
3094,07132085
3095,07132086
3096,07132087
3097,07132088
3098,07132089
3099,07132090
3100,07132091
3101,07132092
3102,07132093
3103,07132094
3104,07132095
3105,07132096
3106,07132097
3107,07132098
3108,07132099
3109,07132100
3110,07132101
3111,07132102
3112,07132103
3113,07132104
3114,07132105
3115,07132106
3116,07132107
3117,07132108
3118,07132109
3119,07132110
3120,07132111
3121,07132112
3122,07132113
3123,07132114
3124,07132115
3125,07132116
3126,07132117
3127,07132118
3128,07132119
3129,07132201
3130,07132501
3131,07133001
3132,07133002
3133,07133003
3134,07133004
3135,07133005
3136,07133006
3137,07133008
3138,07133009
3139,07133010
3140,07133011
3141,07133012
3142,07133013
3143,07133014
3144,07133015
3145,07133016
3146,07133017
3147,07133018
3148,07133019
3149,07133020
3150,07133021
3151,07133022
3152,07133023
3153,07133024
3154,07133025
3155,07133026
3156,07133027
3157,07133028
3158,07133030
3159,07133031
3160,07133032
3161,07133033
3162,07133035
3163,07133036
3164,07133037
3165,07133038
3166,07133039
3167,07133040
3168,07133041
3169,07133042
3170,07133043
3171,07133044
3172,07133045
3173,07133046
3174,07133047
3175,07133048
3176,07133049
3177,07133050
3178,07133051
3179,07133052
3180,07133053
3181,07133054
3182,07133055
3183,07133056
3184,07133057
3185,07133058
3186,07133059
3187,07133060
3188,07133061
3189,07133062
3190,07133063
3191,07133064
3192,07133065
3193,07133066
3194,07133067
3195,07133068
3196,07133069
3197,07133070
3198,07133071
3199,07133072
3200,07133073
3201,07133074
3202,07133075
3203,07133076
3204,07133077
3205,07133078
3206,07133080
3207,07133081
3208,07133082
3209,07133083
3210,07133084
3211,07133085
3212,07133086
3213,07133087
3214,07133088
3215,07133089
3216,07133090
3217,07133091
3218,07133092
3219,07133093
3220,07133094
3221,07133095
3222,07133096
3223,07133098
3224,07133099
3225,07133100
3226,07133101
3227,07133102
3228,07133103
3229,07133104
3230,07133105
3231,07133106
3232,07133107
3233,07133108
3234,07133109
3235,07133110
3236,07133111
3237,07133112
3238,07133113
3239,07133114
3240,07133115
3241,07133116
3242,07133117
3243,07133201
3244,07133202
3245,07133203
3246,07133204
3247,07133205
3248,07133501
3249,07134001
3250,07134002
3251,07134003
3252,07134004
3253,07134005
3254,07134006
3255,07134007
3256,07134008
3257,07134009
3258,07134010
3259,07134011
3260,07134012
3261,07134013
3262,07134014
3263,07134015
3264,07134016
3265,07134017
3266,07134018
3267,07134019
3268,07134020
3269,07134021
3270,07134022
3271,07134023
3272,07134024
3273,07134025
3274,07134026
3275,07134027
3276,07134028
3277,07134029
3278,07134030
3279,07134031
3280,07134032
3281,07134033
3282,07134034
3283,07134035
3284,07134036
3285,07134037
3286,07134038
3287,07134039
3288,07134040
3289,07134041
3290,07134042
3291,07134043
3292,07134044
3293,07134045
3294,07134046
3295,07134047
3296,07134048
3297,07134049
3298,07134050
3299,07134051
3300,07134052
3301,07134053
3302,07134054
3303,07134055
3304,07134056
3305,07134057
3306,07134058
3307,07134059
3308,07134060
3309,07134061
3310,07134062
3311,07134063
3312,07134064
3313,07134065
3314,07134066
3315,07134067
3316,07134068
3317,07134069
3318,07134070
3319,07134071
3320,07134072
3321,07134073
3322,07134074
3323,07134075
3324,07134076
3325,07134077
3326,07134078
3327,07134079
3328,07134080
3329,07134081
3330,07134082
3331,07134083
3332,07134084
3333,07134085
3334,07134086
3335,07134087
3336,07134088
3337,07134089
3338,07134090
3339,07134091
3340,07134092
3341,07134093
3342,07134094
3343,07134095
3344,07134502
3345,07135001
3346,07135002
3347,07135003
3348,07135004
3349,07135005
3350,07135007
3351,07135008
3352,07135009
3353,07135010
3354,07135011
3355,07135012
3356,07135013
3357,07135014
3358,07135015
3359,07135016
3360,07135017
3361,07135018
3362,07135019
3363,07135020
3364,07135021
3365,07135022
3366,07135023
3367,07135024
3368,07135025
3369,07135026
3370,07135027
3371,07135028
3372,07135029
3373,07135030
3374,07135031
3375,07135032
3376,07135033
3377,07135034
3378,07135035
3379,07135036
3380,07135037
3381,07135038
3382,07135039
3383,07135040
3384,07135041
3385,07135042
3386,07135043
3387,07135044
3388,07135045
3389,07135046
3390,07135048
3391,07135049
3392,07135051
3393,07135052
3394,07135053
3395,07135054
3396,07135056
3397,07135057
3398,07135058
3399,07135060
3400,07135061
3401,07135062
3402,07135064
3403,07135065
3404,07135066
3405,07135067
3406,07135068
3407,07135069
3408,07135070
3409,07135071
3410,07135072
3411,07135073
3412,07135074
3413,07135075
3414,07135076
3415,07135077
3416,07135078
3417,07135079
3418,07135080
3419,07135081
3420,07135082
3421,07135083
3422,07135084
3423,07135085
3424,07135086
3425,07135087
3426,07135088
3427,07135089
3428,07135090
3429,07135091
3430,07135092
3431,07135093
3432,07135501
3433,07135502
3434,07137001
3435,07137003
3436,07137004
3437,07137006
3438,07137007
3439,07137008
3440,07137011
3441,07137014
3442,07137019
3443,07137023
3444,07137025
3445,07137027
3446,07137029
3447,07137030
3448,07137034
3449,07137035
3450,07137036
3451,07137041
3452,07137043
3453,07137048
3454,07137049
3455,07137053
3456,07137055
3457,07137056
3458,07137057
3459,07137060
3460,07137061
3461,07137063
3462,07137065
3463,07137066
3464,07137068
3465,07137069
3466,07137070
3467,07137074
3468,07137077
3469,07137079
3470,07137080
3471,07137081
3472,07137086
3473,07137087
3474,07137088
3475,07137089
3476,07137092
3477,07137093
3478,07137095
3479,07137096
3480,07137097
3481,07137099
3482,07137101
3483,07137102
3484,07137105
3485,07137106
3486,07137110
3487,07137112
3488,07137113
3489,07137114
3490,07137201
3491,07137202
3492,07137203
3493,07137204
3494,07137205
3495,07137206
3496,07137207
3497,07137208
3498,07137209
3499,07137211
3500,07137212
3501,07137214
3502,07137215
3503,07137216
3504,07137217
3505,07137218
3506,07137219
3507,07137220
3508,07137221
3509,07137222
3510,07137223
3511,07137224
3512,07137225
3513,07137226
3514,07137227
3515,07137228
3516,07137229
3517,07137230
3518,07137231
3519,07137501
3520,07137504
3521,07138002
3522,07138003
3523,07138004
3524,07138005
3525,07138006
3526,07138007
3527,07138008
3528,07138009
3529,07138010
3530,07138011
3531,07138012
3532,07138013
3533,07138014
3534,07138015
3535,07138019
3536,07138023
3537,07138024
3538,07138025
3539,07138026
3540,07138027
3541,07138030
3542,07138031
3543,07138034
3544,07138036
3545,07138037
3546,07138038
3547,07138040
3548,07138041
3549,07138042
3550,07138043
3551,07138044
3552,07138045
3553,07138047
3554,07138048
3555,07138050
3556,07138052
3557,07138053
3558,07138054
3559,07138055
3560,07138057
3561,07138058
3562,07138059
3563,07138061
3564,07138062
3565,07138063
3566,07138064
3567,07138065
3568,07138066
3569,07138068
3570,07138069
3571,07138070
3572,07138071
3573,07138072
3574,07138073
3575,07138074
3576,07138075
3577,07138076
3578,07138077
3579,07138078
3580,07138080
3581,07138201
3582,07138501
3583,07140001
3584,07140002
3585,07140003
3586,07140005
3587,07140006
3588,07140007
3589,07140008
3590,07140009
3591,07140010
3592,07140011
3593,07140012
3594,07140014
3595,07140015
3596,07140016
3597,07140018
3598,07140020
3599,07140021
3600,07140023
3601,07140024
3602,07140025
3603,07140027
3604,07140028
3605,07140029
3606,07140030
3607,07140031
3608,07140035
3609,07140036
3610,07140037
3611,07140039
3612,07140040
3613,07140041
3614,07140042
3615,07140043
3616,07140044
3617,07140045
3618,07140046
3619,07140047
3620,07140048
3621,07140049
3622,07140050
3623,07140053
3624,07140055
3625,07140056
3626,07140058
3627,07140060
3628,07140062
3629,07140063
3630,07140064
3631,07140065
3632,07140067
3633,07140068
3634,07140070
3635,07140071
3636,07140073
3637,07140075
3638,07140076
3639,07140077
3640,07140079
3641,07140080
3642,07140081
3643,07140082
3644,07140084
3645,07140085
3646,07140086
3647,07140087
3648,07140089
3649,07140090
3650,07140092
3651,07140093
3652,07140094
3653,07140095
3654,07140096
3655,07140098
3656,07140099
3657,07140100
3658,07140101
3659,07140102
3660,07140104
3661,07140105
3662,07140106
3663,07140107
3664,07140108
3665,07140109
3666,07140110
3667,07140111
3668,07140112
3669,07140113
3670,07140115
3671,07140116
3672,07140117
3673,07140118
3674,07140119
3675,07140120
3676,07140121
3677,07140122
3678,07140123
3679,07140125
3680,07140126
3681,07140127
3682,07140128
3683,07140129
3684,07140130
3685,07140131
3686,07140133
3687,07140134
3688,07140135
3689,07140138
3690,07140139
3691,07140140
3692,07140141
3693,07140144
3694,07140145
3695,07140146
3696,07140147
3697,07140148
3698,07140149
3699,07140150
3700,07140151
3701,07140153
3702,07140154
3703,07140155
3704,07140156
3705,07140158
3706,07140159
3707,07140161
3708,07140163
3709,07140164
3710,07140165
3711,07140166
3712,07140201
3713,07140202
3714,07140204
3715,07140205
3716,07140501
3717,07140502
3718,07140503
3719,07140504
3720,07141001
3721,07141002
3722,07141003
3723,07141004
3724,07141005
3725,07141006
3726,07141008
3727,07141009
3728,07141010
3729,07141011
3730,07141012
3731,07141013
3732,07141014
3733,07141015
3734,07141016
3735,07141018
3736,07141019
3737,07141020
3738,07141021
3739,07141022
3740,07141023
3741,07141024
3742,07141025
3743,07141026
3744,07141027
3745,07141029
3746,07141030
3747,07141031
3748,07141032
3749,07141033
3750,07141034
3751,07141035
3752,07141036
3753,07141037
3754,07141038
3755,07141039
3756,07141040
3757,07141041
3758,07141042
3759,07141043
3760,07141044
3761,07141045
3762,07141046
3763,07141047
3764,07141049
3765,07141050
3766,07141051
3767,07141052
3768,07141053
3769,07141054
3770,07141055
3771,07141057
3772,07141058
3773,07141059
3774,07141060
3775,07141061
3776,07141062
3777,07141063
3778,07141064
3779,07141065
3780,07141066
3781,07141067
3782,07141068
3783,07141069
3784,07141070
3785,07141071
3786,07141072
3787,07141073
3788,07141074
3789,07141075
3790,07141076
3791,07141077
3792,07141078
3793,07141079
3794,07141080
3795,07141081
3796,07141082
3797,07141083
3798,07141084
3799,07141085
3800,07141086
3801,07141087
3802,07141088
3803,07141089
3804,07141091
3805,07141092
3806,07141093
3807,07141094
3808,07141095
3809,07141096
3810,07141097
3811,07141098
3812,07141099
3813,07141100
3814,07141101
3815,07141102
3816,07141103
3817,07141104
3818,07141105
3819,07141106
3820,07141107
3821,07141108
3822,07141109
3823,07141110
3824,07141111
3825,07141112
3826,07141113
3827,07141114
3828,07141115
3829,07141116
3830,07141117
3831,07141118
3832,07141120
3833,07141121
3834,07141122
3835,07141124
3836,07141125
3837,07141126
3838,07141127
3839,07141128
3840,07141129
3841,07141130
3842,07141131
3843,07141132
3844,07141133
3845,07141134
3846,07141135
3847,07141136
3848,07141137
3849,07141138
3850,07141139
3851,07141140
3852,07141141
3853,07141201
3854,07141501
3855,07141502
3856,07141503
3857,07143001
3858,07143003
3859,07143005
3860,07143006
3861,07143007
3862,07143008
3863,07143009
3864,07143010
3865,07143011
3866,07143012
3867,07143013
3868,07143015
3869,07143018
3870,07143019
3871,07143020
3872,07143021
3873,07143022
3874,07143023
3875,07143024
3876,07143025
3877,07143026
3878,07143027
3879,07143028
3880,07143029
3881,07143030
3882,07143031
3883,07143032
3884,07143033
3885,07143034
3886,07143036
3887,07143037
3888,07143038
3889,07143039
3890,07143040
3891,07143041
3892,07143042
3893,07143044
3894,07143045
3895,07143046
3896,07143047
3897,07143048
3898,07143049
3899,07143050
3900,07143051
3901,07143052
3902,07143053
3903,07143054
3904,07143055
3905,07143056
3906,07143057
3907,07143058
3908,07143059
3909,07143060
3910,07143061
3911,07143062
3912,07143064
3913,07143065
3914,07143066
3915,07143067
3916,07143068
3917,07143069
3918,07143070
3919,07143071
3920,07143072
3921,07143073
3922,07143074
3923,07143075
3924,07143077
3925,07143078
3926,07143079
3927,07143080
3928,07143081
3929,07143082
3930,07143084
3931,07143085
3932,07143200
3933,07143202
3934,07143203
3935,07143204
3936,07143205
3937,07143206
3938,07143207
3939,07143208
3940,07143209
3941,07143210
3942,07143211
3943,07143212
3944,07143213
3945,07143214
3946,07143215
3947,07143216
3948,07143218
3949,07143219
3950,07143220
3951,07143221
3952,07143222
3953,07143223
3954,07143224
3955,07143225
3956,07143226
3957,07143227
3958,07143228
3959,07143229
3960,07143230
3961,07143231
3962,07143232
3963,07143233
3964,07143234
3965,07143235
3966,07143236
3967,07143237
3968,07143238
3969,07143239
3970,07143240
3971,07143241
3972,07143242
3973,07143243
3974,07143244
3975,07143245
3976,07143246
3977,07143247
3978,07143248
3979,07143249
3980,07143250
3981,07143251
3982,07143252
3983,07143253
3984,07143254
3985,07143255
3986,07143256
3987,07143257
3988,07143258
3989,07143259
3990,07143260
3991,07143261
3992,07143262
3993,07143263
3994,07143264
3995,07143265
3996,07143266
3997,07143267
3998,07143268
3999,07143269
4000,07143270
4001,07143271
4002,07143272
4003,07143273
4004,07143274
4005,07143275
4006,07143276
4007,07143277
4008,07143278
4009,07143279
4010,07143280
4011,07143281
4012,07143282
4013,07143283
4014,07143284
4015,07143285
4016,07143286
4017,07143287
4018,07143288
4019,07143289
4020,07143290
4021,07143291
4022,07143292
4023,07143293
4024,07143294
4025,07143295
4026,07143296
4027,07143297
4028,07143298
4029,07143299
4030,07143300
4031,07143301
4032,07143302
4033,07143303
4034,07143304
4035,07143305
4036,07143306
4037,07143307
4038,07143308
4039,07143309
4040,07143310
4041,07143311
4042,07143312
4043,07143313
4044,07143314
4045,07143315
4046,07143316
4047,07143501
4048,07143502
4049,07211000
4050,07231001
4051,07231003
4052,07231004
4053,07231005
4054,07231006
4055,07231007
4056,07231008
4057,07231009
4058,07231010
4059,07231012
4060,07231013
4061,07231014
4062,07231016
4063,07231017
4064,07231018
4065,07231019
4066,07231020
4067,07231021
4068,07231022
4069,07231023
4070,07231024
4071,07231025
4072,07231026
4073,07231029
4074,07231030
4075,07231031
4076,07231032
4077,07231033
4078,07231035
4079,07231036
4080,07231037
4081,07231040
4082,07231041
4083,07231042
4084,07231044
4085,07231046
4086,07231049
4087,07231050
4088,07231051
4089,07231053
4090,07231054
4091,07231056
4092,07231057
4093,07231058
4094,07231062
4095,07231064
4096,07231065
4097,07231066
4098,07231067
4099,07231068
4100,07231069
4101,07231070
4102,07231071
4103,07231072
4104,07231074
4105,07231075
4106,07231076
4107,07231077
4108,07231078
4109,07231079
4110,07231080
4111,07231081
4112,07231082
4113,07231083
4114,07231085
4115,07231086
4116,07231087
4117,07231090
4118,07231091
4119,07231092
4120,07231093
4121,07231095
4122,07231096
4123,07231100
